Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Description,Environment,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Inward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Original),Inward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Approval History),Custom field (Build Manager),Custom field (Build Manager Responded),Custom field (Build Manager Response),Custom field (Completion Criteria),Custom field (Configuration Notes),Custom field (Cyber Reviewer KB Comment),Custom field (Cyber Reviewer Responded),Custom field (Cyber Reviewer Response),Custom field (Deadline),Custom field (Dependency Needed From),Custom field (Dependency Owed To),Custom field (Developer),Custom field (Document Number),Custom field (Driver Response),Custom field (ECD),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Epic Workflow Status),Custom field (Flagged),Custom field (GitLab URL IP Address),Custom field (Hardware Reviewer KB Comment),Custom field (Hardware Reviewer Responded),Custom field (Hardware Reviewer Response),Custom field (Issue Use),Custom field (JQL Query),Custom field (Kickback Count),Custom field (Kickback Message),Custom field (Last Comment),Custom field (MR ID),Custom field (Milestone Entrance Criteria),Custom field (My Last Comment),Custom field (Network Reviewer),Custom field (Network Reviewer KB Comment),Custom field (Network Reviewer Responded),Custom field (Network Reviewer Response),Custom field (Original Need Date),Custom field (Original story points),Custom field (PTR ID),Custom field (Parent Link),Custom field (Peer Reviewer),Custom field (Peer Reviewer 2),Custom field (Peer Reviewer 3),Custom field (Peer Reviewer 3 Alloc (SP)),Custom field (Peer Reviewer 4),Custom field (Peer Reviewer 4 Alloc (SP)),Custom field (Peer Reviewer 5),Custom field (Project Engineer KB Comment),Custom field (Project Engineer Responded),Custom field (Project Engineer Response),Custom field (Project Lead KB Comment),Custom field (Project Lead Responded),Custom field (Project Lead Response),Custom field (Rank),Custom field (Reviewer 1 KB Comment),Custom field (Reviewer 1 Responded),Custom field (Reviewer 1 Response),Custom field (Reviewer 2 KB Comment),Custom field (Reviewer 2 Responded),Custom field (Reviewer 2 Response),Custom field (Reviewer 3 KB Comment),Custom field (Reviewer 3 Responded),Custom field (Reviewer 3 Response),Custom field (Reviewer 4 KB Comment),Custom field (Reviewer 4 Responded),Custom field (Reviewer 4 Response),Custom field (Reviewer 5 KB Comment),Custom field (Reviewer 5 Responded),Custom field (Reviewer 5 Response),Custom field (Risk),Custom field (Safety Reviewer KB Comment),Custom field (Safety Reviewer Responded),Custom field (Safety Reviewer Response),Custom field (Software Reviewer KB Comment),Custom field (Software Reviewer Responded),Custom field (Software Reviewer Response),Sprint,Custom field (Sr. Peer Reviewer),Custom field (Sr. Peer Reviewer KB Comment),Custom field (Sr. Peer Reviewer Response),Custom field (Sr. Reviewer Responded),Custom field (Story Points),Custom field (Systems Reviewer KB Comment),Custom field (Systems Reviewer Responded),Custom field (Systems Reviewer Response),Custom field (Target Progress),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Reviewer KB Comment),Custom field (Test Reviewer Responded),Custom field (Test Reviewer Response),Custom field (Test Setup),Custom field (Time Spent By User),Custom field (Time Spent Total (hrs)),Custom field (Total Time Estimated (hrs)),Custom field (UUT),Custom field (Visual Verifier Response),Custom field (co-Assignee),Custom field (co-Developer),Custom field (ΣBurnup (%)),Custom field (ΣDone SPs),Custom field (ΣIn Progress SPs),Custom field (ΣOrigEst (Hrs)),Custom field (ΣOriginal SPs),Custom field (ΣPercent Complete (%)),Custom field (ΣPercent Complete (%) (Hrs)),Custom field (ΣPlanned SPs),Custom field (ΣRemaining SPs),Custom field (ΣTime Estimate (Hrs)),Custom field (ΣTime Remaining (Hrs)),Custom field (ΣTime Spent (Hrs)),Comment,Comment,Comment,Comment
Calibration Components,SSWGUI-101,101219,Epic,To Do,SSWGUI,SSWGUI,software,kbassi,,,Medium,,,kbassi,kbassi,06/May/26 10:37 AM,10/Sep/26 4:12 PM,18/Sep/26 3:22 PM,,,,FST,,,,,,EST,TCS,,,0,"{+}*Summary*{+}:

Summary:

The ESTAP is comprised of the ESTAP controller and ESTAP Graphical User Interface (GUI). The ESTAP GUI is what the operator uses to control the movement of the tray. It is responsible for providing the visuals needed to for operators to conduct SSW mission operations. The ESTAP GUI allows operators to view the live status of the External Stowage Tray System (ESTS). The purpose of this milestone is to document the design, implement and test the Calibration unit of the ESTAP GUI.

Each page that is displayed will be considered a unit. We will need sub-unit pages to capture specific/key variations of a given unit page. Should be re-evaluated before tasks are added into the PI.

{+}*Project Impact*{+}:

{*}What problem does this solve{*}:
 * Design documentation for common code used in the ESTAP GUI CSCI.
 * Provides clarity for safety teams, stakeholders and developers
 * Work towards engineering and tactical GUI development. **

{*}How does this fit into the larger project{*}:
 * This documentation will be included in the ESTAP GUI SDD. 
 * This enables us to start developing our engineering GUIs. 

{+}*Implementation Overview*{+}:

{*}High Level Overview{*}:
 * The ESTAP design pages will document the design of the ESTAP GUI Calibration Page.
 * Pop up when leaving page if not confirmed/cancelled TODO: edit this

{*}Key Components/Docs/Specs{*}:
 * Link to Non SSW SDDs and SRSs <\\us-ct-eb01\EBDepts\Eng.454\PROJECTS\Virginia_SSW\5_Team_Working_Area\G_Oneill\Non_SSW_Documents>
 * Link to Engineering GUI Spec - exists in doors.
 * Link to Engineering GUI Spec reference docs <\\us-ct-eb01\EBDepts\Eng.440\Projects-VA\VA SSW\Systems Engineering\Specifications\Engineering GUI SPEC\Reference Documents>
 * Link to GMDS style guide - <X:\Eng.440\Projects-VA\VA SSW\CWS Working Group\SSW HMI GUI>
 * Link to updated CONOPS *TBD*
 * *REFER TO THIS - ""\\us-ct-eb01\EBDepts\Eng.440\Projects-VA\VA SSW\CWS Working Group\SSW HMI GUI\Gate Reviews\25% Gate Review\Day 1 Combine Read Ahead Slides\SSN 812 25% GUI Gate Review_Day1_Combined Read-Aheads_with backups_small.pdf""*

 ",,kbassi,,,,,,,,,0,,,,0,,,,,,,,,,,SSWSYS-3672,,,,,,,,,,,,,,,,"18/May/26 2:15 PM;amessier;Ambient Pressure.PNG;https://192.168.3.34/jira1/secure/attachment/20808/Ambient+Pressure.PNG","18/May/26 2:15 PM;amessier;calibration main menu.PNG;https://192.168.3.34/jira1/secure/attachment/20809/calibration+main+menu.PNG","18/May/26 2:15 PM;amessier;calibration pop up.PNG;https://192.168.3.34/jira1/secure/attachment/20810/calibration+pop+up.PNG","18/May/26 2:15 PM;amessier;Tube 10 config.PNG;https://192.168.3.34/jira1/secure/attachment/20814/Tube+10+config.PNG","18/May/26 2:15 PM;amessier;Tube 9 config.PNG;https://192.168.3.34/jira1/secure/attachment/20811/Tube+9+config.PNG","18/May/26 2:15 PM;amessier;Tube 9 LPT.PNG;https://192.168.3.34/jira1/secure/attachment/20812/Tube+9+LPT.PNG","18/May/26 2:15 PM;amessier;tube 9 SAPTs.PNG;https://192.168.3.34/jira1/secure/attachment/20813/tube+9+SAPTs.PNG",,,,,"Specs
Created using the approved Design Page Guidelines
Examples of completed design pages in include Card I/O Manager        Design Page and PM/FL Design Page  
EACH NOT -MAIN PG is it's own Design page!!

Output 
ESTAP Calibration Page Exists 
All custom components defined in High level overview are created are created. Tested with unit and functional tests.
",,,,,,,,,,,,ghx-label-4,,Calibration Components,To Do,,,,,,,Sprint,,,,,,,No comments by current user.,,,,,,,,SSWGUI-397,,,,,,,,,,,,,,"1|i09ajr:i",,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,0%,18/Jan/28 12:00 AM,06/Jul/27 12:00 AM,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,
Write Base GUI SRS Requirements,SSWGUI-95,101213,Epic,Done,SSWGUI,SSWGUI,software,kbassi,,,Medium,Done,schatter,schatter,schatter,06/May/26 10:31 AM,02/Jul/26 9:23 AM,18/Sep/26 3:22 PM,02/Jul/26 9:23 AM,,,ESTAP GUI 1.0.0-rc,ESTAP GUI SRS CDR Release,PI 18,PI 19,TCAP GUI 1.0.0-rc,TCAP GUI SRS CDR Release,EST,TCS,,,0,"{+}*Summary*{+}:

We have finally gotten the go ahead to make a separate GUI SRS for each tactical GUI. We need to start creating GUI SRSs. 

{+}*Project Impact*{+}:
 * {*}What problem does this solve{*}:
 ** This creates the GUI SRSs which is what drives development work.
 * {*}How does this fit into the larger project{*}:
 ** The SRSs define the requirements for the GUIs. 
 ** The development of SRSs will also ensure that the software fulfills system needs.

{+}*Implementation Overview*{+}:
 * {*}High Level Overview{*}:
 ** A base SRS will be created for each tactical GUI.
 * {*}Key Components/Docs/Specs{*}:
 ** ESTAP GUI SRS
 ** EST SSS
 ** TCAP GUI SRS
TCS SSS
 * *Dependencies:*

 * 
 ** DOORs project being created

+*Completion Criteria:*+

Outputs
 * An updated ESTAP GUI SRS 
 * An updated TCAP GUI SRS

Specs
 * The SRS is free of spelling and grammatical errors.
 * The SRS has no errors exporting from DOORs.
 * The SRS has links to all SSS requirements.
 * The SRS has requirements for all software relevant requirements in the SSS.",,schatter,,,,,,,,0,0,,0%,0,0,,,SSWSW-11201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ESTAP GUI SRS and TCAP GUI SRS have been added to DOORS
All section headers exist in DOORS
Documents have been populated with front matter
Documents has been reviewed and approved",,,,,,,,,,,,ghx-label-1,,Write Base GUI SRS Requirements,Done,,,,,,,Sprint,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09itk:",,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,100%,30/Jun/26 12:00 AM,31/May/26 12:00 AM,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,
Deliver GUI integrated with MES Display Routing Service,SSWGUI-94,101212,Story,SW Dev,SSWGUI,SSWGUI,software,kbassi,,,High,,schatter,cmcverry,cmcverry,06/May/26 10:30 AM,10/Sep/26 3:42 PM,24/Aug/26 9:28 AM,,FST,PI 19,FST,PI 19,,,,,Integration,,,,0," 

As an operator,

I want/need the GUIs to be registered with the MES Display Routing Service,

so that I can access them when running the tactical system.

{*}+Description+{*}:
 * In the tactical system, we will need to register our GUIs to the MES Display Routing Service to make them available to the operator. This milestone contains tasking to integrate with the MES display routing service to support that functionality.
 * Impact: Early integration demos are opportunities to uncover bugs and show progress to the customer
 * Scope: The MES Display Routing service is used to make the GUIs available with to the operator in the tactical system. The integration effort will show that the MES display routing service functions and can be used during FST to display the Tube and Tray GUIs.

{+}*Acceptance Criteria*{+}:

GIVEN the GUIs have been registered with the MES Display Routing Service,

WHEN I run the tactical system,

THEN I will be able to access the SSW subsystem GUIs.

{+}*UI/UX Notes*{+}:
 * ESTAP GUI is viewable in the MES PaaS
 * TCAP GUI is viewable in the MES PaaS

{+}*Technical Notes*{+}:

High level implementation overview:
 * Update the SRS in DOORs w/ any new requirements
 * Create Design Page
 ** Fully Approved according to process
 * Release to LM
 * Support integration efforts

+*Key Resources:*+ 
 * TBD Link to the MES Display Service SDD 
 * TBD Design Confluence Page",,cmcverry,kbassi,,,,,,,0,0,,0%,0,0,475200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'- ESTAP GUI should be viewable in MES PaaS
 - TCAP GUI should be viewable in MES PaaS
 - Updated design page fully approved
 - SRS requirements 
 - New TCAP GUI and ESTAP GUI version created and released to MES
 - Ensure that EB/LM SW Integration is successful at GDEB
",,,,,,,,schatter,,,,,SSWGUI-205,,,To Do,,,,,,,,,,"Posted on: Thu Jul 30 08:56:51 EDT 2026
approved. ",,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09d2c:",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,100%,11/Sep/26 12:00 AM,18/Aug/26 12:00 AM,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,"30/Jul/26 8:56 AM;kbassi;approved. ;;;",,,
TCAP T10 Animation Area Components,SSWGUI-93,101211,Epic,In Progress,SSWGUI,SSWGUI,software,kbassi,,,Medium,,schatter,jziobron,jziobron,06/May/26 10:26 AM,10/Sep/26 4:12 PM,18/Sep/26 3:22 PM,,FST,PI 20,FST,PI 21,TCAP GUI 1.0.0-rc,,,,TCS,,,,0,"{+}*Summary*{+}:

{color:#000000}The Tube Control Application Program ([T|https://192.168.3.34/cnfl1/display/DS/ESTAP+Main+Application?src=contextnavpagetreemode]{color}{color:#000000}[CAP|https://192.168.3.34/cnfl1/display/DS/TCAP+Main+Application]) {color}{color:#000000} is comprised of the TCAP controller and TCAP Graphical User Interface (GUI). The TCAP GUI is what the operator uses to control the movement of the tube 9 and tube 10 hatches{color}. It is responsible for providing the visuals needed to for operators to conduct SSW mission operations. The TCAP GUI allows operators to view the live status of the Tube Control System (TCS). It also allows operators to send commands open/close tube hatches, open/close valves, and override sensor values. The purpose of this milestone is to document the design for all the units of TCAP GUI.

{color:#ff0000}Each page that is displayed will be considered a unit. We will need sub-unit pages to capture specific/key variations of a given unit page. Should be re-evaluated before tasks are added into the PI.{color}

{+}*Project Impact*{+}:

{color:#000000}What Problem Does this Solve{color}
 * {color:#000000}Design documentation for common code used in the TCAP CSCI.{color}
 * {color:#000000}Provides clarity for safety teams, stakeholders and developers{color}

{color:#000000}How does this fit into the larger project{color}
 * {color:#000000}This documentation will be included in the TCAP SDD. {color}

{+}*Implementation Overview*{+}:

{color:#000000}High Level Overview{color}
 * {color:#000000}The TCAP design pages will document the design of the Tube 10 Control Page and all the React Components within.{color}
 ** {color:#000000}Tube Visual Component {color}
 *** {color:#000000}Automatic Valve Command Button/Status Indicator {color}
 *** {color:#000000}Manual Valve Status Indicator {color}
 *** {color:#000000}Tube Liquid Level Indicator {color}
 *** {color:#000000}Hatch Locked Indicator {color}
 *** {color:#000000}E-Stop indicator {color}
 ** {color:#000000}Valve Command Modal  {color}
 ** {color:#000000}TCS Status Sidebar{color}
 ** {color:#000000}Commands Sideba{color}{color:#000000}r{color}
 ** {color:#000000}Navigation Menu (Bottom){color}

{color:#000000}Key Components/Docs{color}
 * {color:#000000}TCAP GUI Component{color}

 * 
 ** Front End Unit
 *** Tubes
 **** Tube 10

 * Link to Non SSW SDDs and SRSs <\\us-ct-eb01\EBDepts\Eng.454\PROJECTS\Virginia_SSW\5_Team_Working_Area\G_Oneill\Non_SSW_Documents>
 * Link to Engineering GUI Spec - exists in doors.
 * Link to Engineering GUI Spec reference docs <\\us-ct-eb01\EBDepts\Eng.440\Projects-VA\VA SSW\Systems Engineering\Specifications\Engineering GUI SPEC\Reference Documents>
 * Link to GMDS style guide - <X:\Eng.440\Projects-VA\VA SSW\CWS Working Group\SSW HMI GUI>
 * Link to updated CONOPS *TBD*
 * *Current Draft of 25% Gate Slides - \\us-ct-eb01\EBDepts\Eng.440\Projects-VA\VA SSW\CWS Working Group\SSW HMI GUI\Gate Reviews\25% Gate Review\EB*

{color:#000000}*Risks/Considerations/Dependencies*{color}
 * {color:#000000}Lack of Developer Knowledge of GUI design and structure{color}
 * {color:#000000}Lack of Understanding on how to design / organize GUI design pages.{color}

{color:#000000}*Completion Criteria:*{color}

{color:#000000}Specs{color}
 * {color:#000000}Created using the approved {color}{color:#000000}[Design Page Guidelines|https://192.168.3.34/cnfl1/display/DS/Design+Doc+Guidelines]{color}{color:#000000} {color}
 ** {color:#000000}Examples of completed design pages in include {color}[Card I/O Manager Design Page|https://192.168.3.34/cnfl1/pages/viewpage.action?pageId=106300846] and [PM/FL Design Page|https://192.168.3.34/cnfl1/pages/viewpage.action?pageId=106303616]  

 * {color:#000000}EACH NOT -MAIN PG is it's own Design page!!{color}",,jziobron,,,,,,,,0,0,,0%,0,0,,,,,,,,,,,SSWGUI-214,SSWSYS-3672,,,,,,,,,,,,,,,"13/May/26 11:15 AM;kbassi;screenshot-1.png;https://192.168.3.34/jira1/secure/attachment/20762/screenshot-1.png",,,,,,,,,,,,,,,,,,,,,,,ghx-label-12,,TCAP T10 Animation Area Components,In Progress,,,,,,,Sprint,,,,,,,No comments by current user.,,,,,,,,SSWGUI-397,,,,,,,,,,,,,,"1|i09ajs:i",,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,4%,15/Apr/27 12:00 AM,09/Sep/26 12:00 AM,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,
TCAP T10 Ops Components (without Animation Area),SSWGUI-92,101210,Epic,In Progress,SSWGUI,SSWGUI,software,kbassi,,,Medium,,amessier,jziobron,jziobron,06/May/26 10:26 AM,10/Sep/26 5:29 PM,18/Sep/26 3:22 PM,,,,FST,PI 22,TCAP GUI 1.0.0-rc,,,,TCS,,,,0,"{+}*Summary*{+}:

{color:#000000}The TCAP {color}{color:#000000}is comprised of the TCAP controller and TCAP Graphical User Interface (GUI). The TCAP GUI is what the operator uses to control the movement of the tube 9 and tube 10 hatches{color}. It is responsible for providing the visuals needed to for operators to conduct SSW mission operations. It also allows operators to override sensor values. The purpose of this milestone is to document the design for all the units of TCAP GUI as well as initial implementation and testing for all units.

This milestone specifically encompasses all units comprising the T10 Nominal Ops Screens.

{color:#de350b}NOTE:  Design and implementation is based on the most recently available and reviewed GUI mockups from the TCS GUI Penpot project. Visual mockups are subject to change and we expect to identity edge cases as we produce software designs and begin implementation.{color}

{color:#ff0000}Each page that is displayed will be considered a unit. We will need sub-unit pages to capture specific/key variations of a given unit page. Should be re-evaluated before tasks are added into the PI.{color}

{+}*Project Impact*{+}:
 * {*}What problem does this solve{*}:
 ** Design documentation for common code used in the TCAP GUI.
 ** Provides clarity for safety teams, stakeholders and developers
 ** Work towards engineering and tactical GUI development. 
 * {*}How does this fit into the larger project{*}:
 ** This documentation will be included in the TCAP GUI SDD. 
 ** This enables us to start developing our tactical GUIs. 
 ** These GUIs will be used during FST

{+}*Implementation Overview*{+}:
 * {*}High Level Overview{*}:
 ** Create / update UI design to consider dynamization 
 ** Identify if there are any Layout Manager related requirements that need to be derived
 ** The TCAP component design pages will document the design of the TCAP T10 Controls.
 ** It will be made up of various widgets needed to perform maintenance operations. 
 * {*}Key Components/Docs/Specs{*}:
 ** Link to Non SSW SDDs and SRSs <\\us-ct-eb01\EBDepts\Eng.454\PROJECTS\Virginia_SSW\5_Team_Working_Area\G_Oneill\Non_SSW_Documents>
 ** Link to Engineering GUI Spec - exists in doors.
 ** Link to Engineering GUI Spec reference docs <\\us-ct-eb01\EBDepts\Eng.440\Projects-VA\VA SSW\Systems Engineering\Specifications\Engineering GUI SPEC\Reference Documents>
 ** Link to GMDS style guide - <X:\Eng.440\Projects-VA\VA SSW\CWS Working Group\SSW HMI GUI>
 ** Link to updated CONOPS *TBD*
 ** *REFER TO THIS - ""\\us-ct-eb01\EBDepts\Eng.440\Projects-VA\VA SSW\CWS Working Group\SSW HMI GUI\Gate Reviews\25% Gate Review\Day 1 Combine Read Ahead Slides\SSN 812 25% GUI Gate Review_Day1_Combined Read-Aheads_with backups_small.pdf""*

*Risks/Considerations/Dependencies*
 * Lack of Developer Knowledge on creating dynamic widgets 

*Completion Criteria:*

Specs
 * Created using the approved [Design Page Guidelines|https://192.168.3.34/cnfl1/display/DS/Design+Doc+Guidelines]
 ** Examples of completed design pages in include [Card I/O Manager Design Page|https://192.168.3.34/cnfl1/pages/viewpage.action?pageId=106300846] and [PM/FL Design Page|https://192.168.3.34/cnfl1/pages/viewpage.action?pageId=106303616]  

 * EACH NOT -MAIN PG is it's own Design page!!

Output 
 * All relevant components for the TCAP T10 ""page"" Exists 
 * All custom components defined in High level overview are created are created. Tested with unit and functional tests.

Requirements:
 * Ensure all requirements exist in the SRS/SSS level.
 * Derive any Layout Manager related requirements. 

Outputs
 * A fully approved Design Page for each unit linked above",,jziobron,,,,,,,,0,0,,0%,0,0,,,,,,,,,,,SSWSYS-3672,,,,,,,,,,,,,,,,"07/Sep/26 10:55 AM;akee;screenshot-1.png;https://192.168.3.34/jira1/secure/attachment/21119/screenshot-1.png",,,,,,,,,,,,,,,,,,,,,,,ghx-label-9,,TCAP T10 Ops Components (without Animation Area),In Progress,,,,,,,Sprint,,,,,,,No comments by current user.,,,,,,,,SSWGUI-397,,,,,,,,,,,,,,"1|i09ajr:r",,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,33%,20/Apr/27 12:00 AM,04/Jun/26 12:00 AM,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,
"As an operator, I want the Hatches in the MAM GUI to be Color Coded",SSWGUI-91,101209,Story,To Do,SSWGUI,SSWGUI,software,kbassi,,,Medium,,,amessier,amessier,06/May/26 10:25 AM,10/Sep/26 4:08 PM,18/Sep/26 3:22 PM,,,,,,,,,,,,,,0,"As a ,

I want/need ,

so .

{*}+Description+{*}:
 *  

{+}*Acceptance Criteria*{+}:

GIVEN ,

WHEN ,

THEN .

{+}*UI/UX Notes*{+}:
 *  

{+}*Technical Notes*{+}:
 * ",,amessier,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09it4:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
Create 3D Health Screen,SSWGUI-90,101208,Story,To Do,SSWGUI,SSWGUI,software,kbassi,,,Medium,,kbassi,kbassi,kbassi,06/May/26 10:12 AM,08/Jun/26 10:47 AM,18/Sep/26 3:22 PM,,,,,,,,,,Experimental,,,,0,"Can we use unreal to import the NX model into the MAM GUI and then when there is a caution or warning that we click on, it 3D zooms to the errored component on the ship and the operator can zoom in and out to see where the failed item is. 

 

Possible yes, feasible in our timeline. Maybe",,kbassi,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09isw:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
Create Cookbook for development,SSWGUI-89,101160,Story,Done,SSWGUI,SSWGUI,software,kbassi,,,Medium,Done,kbassi,kbassi,kbassi,05/May/26 7:48 PM,11/May/26 11:01 AM,18/Sep/26 3:22 PM,11/May/26 11:01 AM,,,,,,,,,EST,,,,0,"Use new sswctl to run mock_nio, controller application, and the npm run dev command. an example exists in: [https://192.168.3.19/ssw-phc-developers/ssw-guis/tactical/tcap-gui/-/tree/development/tools/cookbooks?ref_type=heads] of adding a gui into the cookbook. 

 

Version of sswctl should be latest. due to changes in the way sswctl understands dependencies, the sml format in dependency repos may not be accurate. Jank-ness may be required. If so, have matt co update in mr to be canon. 

 

keep same env vars that alyssa had in her mr. 

 

TBD add MR link",,kbassi,,,,";07/May/26 8:03 PM;kbassi;14400",,,,0,0,14400,"9,223,372,036,854,775,807%",0,0,14400,,,,,,,,,,,,,,,,,,,,,,,,,,"07/May/26 7:15 PM;kbassi;image-2026-05-07-19-15-26-620.png;https://192.168.3.34/jira1/secure/attachment/20730/image-2026-05-07-19-15-26-620.png","07/May/26 7:15 PM;kbassi;image-2026-05-07-19-15-44-677.png;https://192.168.3.34/jira1/secure/attachment/20731/image-2026-05-07-19-15-44-677.png",,,,,,,,,,"'- live demo showing that it works
",,,,,,,,kbassi,,,,,SSWSW-10460,,,To Do,,,,,,,,,,"Posted on: Thu May 07 19:15:53 EDT 2026
!image-2026-05-07-19-15-26-620.png!!image-2026-05-07-19-15-44-677.png!",,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09ioo:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,"07/May/26 7:15 PM;kbassi;!image-2026-05-07-19-15-26-620.png!!image-2026-05-07-19-15-44-677.png!;;;",,,
Use Live video feed from unreal in DEMO GUI,SSWGUI-86,100476,Story,Done,SSWGUI,SSWGUI,software,kbassi,,,Highest,Done,kbassi,kbassi,kbassi,28/Apr/26 4:15 PM,06/May/26 4:11 PM,18/Sep/26 3:22 PM,06/May/26 4:11 PM,,,,,,,,,Experimental,,,,0,"As a ,

I want/need ,

so .

{*}+Description+{*}:
 *  

{+}*Acceptance Criteria*{+}:

GIVEN ,

WHEN ,

THEN .

{+}*UI/UX Notes*{+}:
 *  

{+}*Technical Notes*{+}:
 *  ",,kbassi,,,,,,,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09d2y:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/Apr/26 12:00 AM,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
Use ROV endpoint from unreal to update visuals in Unreal Demo,SSWGUI-85,100474,Story,Done,SSWGUI,SSWGUI,software,kbassi,,,Medium,Done,kbassi,kbassi,kbassi,28/Apr/26 3:10 PM,07/May/26 8:02 PM,18/Sep/26 3:22 PM,07/May/26 6:50 PM,,,,,,,,,Experimental,,,,0,"As an operator ,

I need the ROV status indicated in the Tray Animation Area,

so I can maintain situational awareness.

As an operator ,

I need the ROV status indicated in the Catenary Display,

so I can maintain situational awareness.

{*}+Description+{*}:
 * For the Unreal Demo we would like to show integration with the Unreal Produced data

{+}*Acceptance Criteria*{+}:

GIVEN the Tray Monitor Screen is open,

WHEN the ROV is not docked and the Tube 10 bottom hatch is open,

THEN the ROV will be indicated as not docked.

GIVEN the Catenary Display is open,

WHEN the ROV is being launched or recovered,

THEN the ROV relative position to the bottom of the ship will be represented.

{+}*UI/UX Notes*{+}:
 *  

{+}*Technical Notes*{+}:
 *  ",,kbassi,,,,";28/Apr/26 3:15 PM;kbassi;10800",";07/May/26 8:02 PM;kbassi;7200",,,0,0,18000,"9,223,372,036,854,775,807%",0,0,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09d2z:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,30/Apr/26 12:00 AM,22/Apr/26 12:00 AM,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
